group_id,group_size,split,image_name,file_path,file_size,cross_split,hash,keep(0 or 1)
6,2,train,Anthracnose (181).jpg,data\raw\images\train\Anthracnose (181).jpg,4427471,TRUE,d9679a0542b261b4f188375d0f031441887a0863f7764f723018c5e0e2e5ba1d,1
7,2,test,Alternaria (57).jpg,data\raw\images\test\Alternaria (57).jpg,3042186,TRUE,f0950580eea8ea63f389d83f9f21f247482c6c1b48583c31809890345e4daf6d,0
7,2,train,Anthracnose (183).jpg,data\raw\images\train\Anthracnose (183).jpg,3042186,TRUE,f0950580eea8ea63f389d83f9f21f247482c6c1b48583c31809890345e4daf6d,1
8,2,test,Alternaria (63).jpg,data\raw\images\test\Alternaria (63).jpg,3734290,TRUE,05ae7bc13c4df1d24f31beb9e5ab6079b8765592c043a9d40bbdf649d6158247,0
8,2,val,Anthracnose (189).jpg,data\raw\images\val\Anthracnose (189).jpg,3734290,TRUE,05ae7bc13c4df1d24f31beb9e5ab6079b8765592c043a9d40bbdf649d6158247,1
9,2,test,Alternaria (70).jpg,data\raw\images\test\Alternaria (70).jpg,3729410,TRUE,e0dcf78af67fb1ad23ec00b22aca7f7851ddcc9894b2ae22e18535820deb8aac,0
9,2,train,Anthracnose (196).jpg,data\raw\images\train\Anthracnose (196).jpg,3729410,TRUE,e0dcf78af67fb1ad23ec00b22aca7f7851ddcc9894b2ae22e18535820deb8aac,1
10,2,test,Alternaria (73).jpg,data\raw\images\test\Alternaria (73).jpg,3908591,TRUE,9655b84c566e2406fb7515939a121e656120300a2b12d7095b23ac50f3356581,0
10,2,train,Anthracnose (199).jpg,data\raw\images\train\Anthracnose (199).jpg,3908591,TRUE,9655b84c566e2406fb7515939a121e656120300a2b12d7095b23ac50f3356581,1
11,2,test,Alternaria (87).jpg,data\raw\images\test\Alternaria (87).jpg,3207618,TRUE,d4951208d0c197ed7c1a7cd46cd0c0033d51e1206145963c62f5f26dc5352920,1
11,2,val,Anthracnose (213).jpg,data\raw\images\val\Anthracnose (213).jpg,3207618,TRUE,d4951208d0c197ed7c1a7cd46cd0c0033d51e1206145963c62f5f26dc5352920,0
12,2,test,Alternaria (90).jpg,data\raw\images\test\Alternaria (90).jpg,3703097,TRUE,b96d1698f36ac2259f3ec314d8949dfbf2dc7194fc8723b5dd259d3c5a5db354,1
12,2,train,Anthracnose (216).jpg,data\raw\images\train\Anthracnose (216).jpg,3703097,TRUE,b96d1698f36ac2259f3ec314d8949dfbf2dc7194fc8723b5dd259d3c5a5db354,0
13,2,test,Alternaria (96).jpg,data\raw\images\test\Alternaria (96).jpg,3589997,TRUE,f453f2ab24ad03d9472bbc71a93cc51357a4fd08e4b9c8f6c26d3d4c814dcfd3,1
13,2,val,Anthracnose (222).jpg,data\raw\images\val\Anthracnose (222).jpg,3589997,TRUE,f453f2ab24ad03d9472bbc71a93cc51357a4fd08e4b9c8f6c26d3d4c814dcfd3,0
14,2,test,Anthracnose (141).jpg,data\raw\images\test\Anthracnose (141).jpg,3763663,TRUE,57220cd5576cc7626bc7962b59b92777e8c352f7768df26ae8241eb3eeefcd3e,1
14,2,train,Alternaria (15).jpg,data\raw\images\train\Alternaria (15).jpg,3763663,TRUE,57220cd5576cc7626bc7962b59b92777e8c352f7768df26ae8241eb3eeefcd3e,0
15,2,test,Anthracnose (148).jpg,data\raw\images\test\Anthracnose (148).jpg,3395032,TRUE,c681e8289cd076e971e1aadc6f7007ed075d63c06e934a2d4115ac2325e5dbca,1
15,2,train,Alternaria (22).jpg,data\raw\images\train\Alternaria (22).jpg,3395032,TRUE,c681e8289cd076e971e1aadc6f7007ed075d63c06e934a2d4115ac2325e5dbca,0
16,2,test,Anthracnose (167).jpg,data\raw\images\test\Anthracnose (167).jpg,3507245,TRUE,954f04d3c5d1dbeab5915ebaa1daae7b7487103805f45952c8a4534efa1bd1e1,1
16,2,train,Alternaria (41).jpg,data\raw\images\train\Alternaria (41).jpg,3507245,TRUE,954f04d3c5d1dbeab5915ebaa1daae7b7487103805f45952c8a4534efa1bd1e1,0
17,2,test,Anthracnose (179).jpg,data\raw\images\test\Anthracnose (179).jpg,3020544,TRUE,16689b32af5058b65a7cb00f06067690059897d495f570931511f96dd1308770,1
17,2,train,Alternaria (53).jpg,data\raw\images\train\Alternaria (53).jpg,3020544,TRUE,16689b32af5058b65a7cb00f06067690059897d495f570931511f96dd1308770,0
18,2,test,Anthracnose (185).jpg,data\raw\images\test\Anthracnose (185).jpg,2789256,TRUE,a9224f7ea1f06bdabff03b0920abe3f23a543f34212c25a4d08c813bdcf4fe5d,1
18,2,val,Alternaria (59).jpg,data\raw\images\val\Alternaria (59).jpg,2789256,TRUE,a9224f7ea1f06bdabff03b0920abe3f23a543f34212c25a4d08c813bdcf4fe5d,0
19,2,test,Anthracnose (186).jpg,data\raw\images\test\Anthracnose (186).jpg,3427648,TRUE,46646aeb7fd3604921d1b42fd616cf131ed426c83b55a9be188264c96d05a907,1
19,2,train,Alternaria (60).jpg,data\raw\images\train\Alternaria (60).jpg,3427648,TRUE,46646aeb7fd3604921d1b42fd616cf131ed426c83b55a9be188264c96d05a907,0
20,2,train,Alternaria (1).jpg,data\raw\images\train\Alternaria (1).jpg,3788886,FALSE,119d50ea8ac7f4615ff8c1d4127dab0b82aabc87108f8ecdc4e93272cbd37e61,0
20,2,train,Anthracnose (127).jpg,data\raw\images\train\Anthracnose (127).jpg,3788886,FALSE,119d50ea8ac7f4615ff8c1d4127dab0b82aabc87108f8ecdc4e93272cbd37e61,1
21,2,train,Alternaria (100).jpg,data\raw\images\train\Alternaria (100).jpg,3674042,FALSE,b20ac0d07bf764fc4d4fa7e05f3581b2ec1c55e0425ed720b5dee68df8f1bed9,0
21,2,train,Anthracnose (226).jpg,data\raw\images\train\Anthracnose (226).jpg,3674042,FALSE,b20ac0d07bf764fc4d4fa7e05f3581b2ec1c55e0425ed720b5dee68df8f1bed9,1
22,2,train,Alternaria (101).jpg,data\raw\images\train\Alternaria (101).jpg,4111036,FALSE,80e58d442b2e3c03c08afe26ce8047f7d47b94048ea5a8c1cc433b8a77575158,0
22,2,train,Anthracnose (227).jpg,data\raw\images\train\Anthracnose (227).jpg,4111036,FALSE,80e58d442b2e3c03c08afe26ce8047f7d47b94048ea5a8c1cc433b8a77575158,1
23,2,train,Alternaria (103).jpg,data\raw\images\train\Alternaria (103).jpg,4840411,FALSE,7a7fa246aef2fe4328e12e2d12f1e0f9b535f77728b6e9eabe0d3e80b198efe4,0
23,2,train,Anthracnose (229).jpg,data\raw\images\train\Anthracnose (229).jpg,4840411,FALSE,7a7fa246aef2fe4328e12e2d12f1e0f9b535f77728b6e9eabe0d3e80b198efe4,1
24,2,train,Alternaria (11).jpg,data\raw\images\train\Alternaria (11).jpg,3214929,FALSE,b28e25123252fc3dda76c905b19b909e80c174798c6013877de71b6683957a2c,0
24,2,train,Anthracnose (137).jpg,data\raw\images\train\Anthracnose (137).jpg,3214929,FALSE,b28e25123252fc3dda76c905b19b909e80c174798c6013877de71b6683957a2c,1
25,2,train,Alternaria (13).jpg,data\raw\images\train\Alternaria (13).jpg,3647183,FALSE,a2cd5e769f0fa6b938c93d9cc9dc77ef1cbfee6366ca2708e5525939ce35ac3a,0
25,2,train,Anthracnose (139).jpg,data\raw\images\train\Anthracnose (139).jpg,3647183,FALSE,a2cd5e769f0fa6b938c93d9cc9dc77ef1cbfee6366ca2708e5525939ce35ac3a,1
26,2,train,Alternaria (14).jpg,data\raw\images\train\Alternaria (14).jpg,3837035,FALSE,b99a61df476729c55b3fcb74f14b234b261bf4029138866fee3e0ffb8d4c6a5a,0
26,2,train,Anthracnose (140).jpg,data\raw\images\train\Anthracnose (140).jpg,3837035,FALSE,b99a61df476729c55b3fcb74f14b234b261bf4029138866fee3e0ffb8d4c6a5a,1
27,2,train,Alternaria (16).jpg,data\raw\images\train\Alternaria (16).jpg,3660075,FALSE,242e2792540d085cd6cdd2dd111175e48fdaf7f862cdc3215cd730c9418356f4,0
27,2,train,Anthracnose (142).jpg,data\raw\images\train\Anthracnose (142).jpg,3660075,FALSE,242e2792540d085cd6cdd2dd111175e48fdaf7f862cdc3215cd730c9418356f4,1
28,2,train,Alternaria (17).jpg,data\raw\images\train\Alternaria (17).jpg,4381138,TRUE,8b3cd8706280bfc2d250302c3fb6bc78b094ae2c517807e8bbd0edc252ddbe78,0
28,2,val,Anthracnose (143).jpg,data\raw\images\val\Anthracnose (143).jpg,4381138,TRUE,8b3cd8706280bfc2d250302c3fb6bc78b094ae2c517807e8bbd0edc252ddbe78,1
29,2,train,Alternaria (18).jpg,data\raw\images\train\Alternaria (18).jpg,3813330,FALSE,6da0b6878da2bb871c17c803b1535fccd29382f8f53d9ac23f0a97e0f2b18ee2,0
29,2,train,Anthracnose (144).jpg,data\raw\images\train\Anthracnose (144).jpg,3813330,FALSE,6da0b6878da2bb871c17c803b1535fccd29382f8f53d9ac23f0a97e0f2b18ee2,1
30,2,train,Alternaria (19).jpg,data\raw\images\train\Alternaria (19).jpg,3421045,FALSE,46379c1b586dcbdb7872e4216a5eea2d19db41e1848c8c0401f6115591203fad,0
30,2,train,Anthracnose (145).jpg,data\raw\images\train\Anthracnose (145).jpg,3421045,FALSE,46379c1b586dcbdb7872e4216a5eea2d19db41e1848c8c0401f6115591203fad,1
31,2,train,Alternaria (2).jpg,data\raw\images\train\Alternaria (2).jpg,4257260,TRUE,5ce473fa954f1c55129fc7e5c43edb0de51f2a2a0f36890e538e50ca7ad9dbf4,0
31,2,val,Anthracnose (128).jpg,data\raw\images\val\Anthracnose (128).jpg,4257260,TRUE,5ce473fa954f1c55129fc7e5c43edb0de51f2a2a0f36890e538e50ca7ad9dbf4,1
32,2,train,Alternaria (20).jpg,data\raw\images\train\Alternaria (20).jpg,3847690,FALSE,daac1dd775c866fe5dfd863fbda72764901766d847d9c9a37d2bae42f0b721e5,0
32,2,train,Anthracnose (146).jpg,data\raw\images\train\Anthracnose (146).jpg,3847690,FALSE,daac1dd775c866fe5dfd863fbda72764901766d847d9c9a37d2bae42f0b721e5,1
33,2,train,Alternaria (21).jpg,data\raw\images\train\Alternaria (21).jpg,3756892,FALSE,71c14456ef671112e044a084c67250384f388c0f73770362ea8b47718ccb4341,0
33,2,train,Anthracnose (147).jpg,data\raw\images\train\Anthracnose (147).jpg,3756892,FALSE,71c14456ef671112e044a084c67250384f388c0f73770362ea8b47718ccb4341,1
34,2,train,Alternaria (24).jpg,data\raw\images\train\Alternaria (24).jpg,3156505,FALSE,326e6ec92e79538875588a391c3f914e648830e4b57582189f44a95601f76e85,0
34,2,train,Anthracnose (150).jpg,data\raw\images\train\Anthracnose (150).jpg,3156505,FALSE,326e6ec92e79538875588a391c3f914e648830e4b57582189f44a95601f76e85,1
35,2,train,Alternaria (25).jpg,data\raw\images\train\Alternaria (25).jpg,3738237,FALSE,8fce58651e5d1d82c6d823dc0812858ee3c86711c8a0470ed4d42edd16d3fe82,0
35,2,train,Anthracnose (151).jpg,data\raw\images\train\Anthracnose (151).jpg,3738237,FALSE,8fce58651e5d1d82c6d823dc0812858ee3c86711c8a0470ed4d42edd16d3fe82,1
36,2,train,Alternaria (26).jpg,data\raw\images\train\Alternaria (26).jpg,3687447,FALSE,2e71105b4cda8a0d89ecf71c31d5a749b1aed52c8bb21fff76275357e971530c,0
36,2,train,Anthracnose (152).jpg,data\raw\images\train\Anthracnose (152).jpg,3687447,FALSE,2e71105b4cda8a0d89ecf71c31d5a749b1aed52c8bb21fff76275357e971530c,1
37,2,train,Alternaria (27).jpg,data\raw\images\train\Alternaria (27).jpg,3843176,FALSE,f4007732cc795b56e067d949a0d5fe8038cd9763a02518b926c5366846d7c038,0
37,2,train,Anthracnose (153).jpg,data\raw\images\train\Anthracnose (153).jpg,3843176,FALSE,f4007732cc795b56e067d949a0d5fe8038cd9763a02518b926c5366846d7c038,1
38,2,train,Alternaria (28).jpg,data\raw\images\train\Alternaria (28).jpg,3742729,FALSE,66f405a1f76d8f175c9a115acdeec15f62712cdd0f7cf8b7728250841993a2d4,0
38,2,train,Anthracnose (154).jpg,data\raw\images\train\Anthracnose (154).jpg,3742729,FALSE,66f405a1f76d8f175c9a115acdeec15f62712cdd0f7cf8b7728250841993a2d4,1
39,2,train,Alternaria (29).jpg,data\raw\images\train\Alternaria (29).jpg,2977130,FALSE,e89122b708eae92c5cc37e67e386f30961bf8b2859b720f9630b58db24d698b7,0
39,2,train,Anthracnose (155).jpg,data\raw\images\train\Anthracnose (155).jpg,2977130,FALSE,e89122b708eae92c5cc37e67e386f30961bf8b2859b720f9630b58db24d698b7,1
40,2,train,Alternaria (30).jpg,data\raw\images\train\Alternaria (30).jpg,3226702,FALSE,c356b886000d3cb63d08fbc97721621992cd1d9a2497156061e6e9b5b3a86371,0
40,2,train,Anthracnose (156).jpg,data\raw\images\train\Anthracnose (156).jpg,3226702,FALSE,c356b886000d3cb63d08fbc97721621992cd1d9a2497156061e6e9b5b3a86371,1
41,2,train,Alternaria (32).jpg,data\raw\images\train\Alternaria (32).jpg,3037469,FALSE,581b4280fa5b32b93acd815a91c6afa805f74321438899cf0e5f8dce0f25da06,0
41,2,train,Anthracnose (158).jpg,data\raw\images\train\Anthracnose (158).jpg,3037469,FALSE,581b4280fa5b32b93acd815a91c6afa805f74321438899cf0e5f8dce0f25da06,1
42,2,train,Alternaria (33).jpg,data\raw\images\train\Alternaria (33).jpg,3488994,FALSE,6a8167fa1cf5fea1066cf10431711af13a3d62858ffe62ca068ab7ab20e536d9,0
42,2,train,Anthracnose (159).jpg,data\raw\images\train\Anthracnose (159).jpg,3488994,FALSE,6a8167fa1cf5fea1066cf10431711af13a3d62858ffe62ca068ab7ab20e536d9,1
43,2,train,Alternaria (34).jpg,data\raw\images\train\Alternaria (34).jpg,3091398,FALSE,375aa3402ad4b89d34583a96baa6ab14832be1b84b154ef5ce81888a4691fcf9,0
43,2,train,Anthracnose (160).jpg,data\raw\images\train\Anthracnose (160).jpg,3091398,FALSE,375aa3402ad4b89d34583a96baa6ab14832be1b84b154ef5ce81888a4691fcf9,1
44,2,train,Alternaria (35).jpg,data\raw\images\train\Alternaria (35).jpg,3317708,FALSE,d7d5e54fc2f74826c8a12e4d36464cfa28414ff5f174285a3cdc13a786b2ed10,0
44,2,train,Anthracnose (161).jpg,data\raw\images\train\Anthracnose (161).jpg,3317708,FALSE,d7d5e54fc2f74826c8a12e4d36464cfa28414ff5f174285a3cdc13a786b2ed10,1
45,2,train,Alternaria (36).jpg,data\raw\images\train\Alternaria (36).jpg,3112241,FALSE,add65aa967c7641eec6ce265e537b252d9d3ba49df2d759a677e381f67feba99,0
45,2,train,Anthracnose (162).jpg,data\raw\images\train\Anthracnose (162).jpg,3112241,FALSE,add65aa967c7641eec6ce265e537b252d9d3ba49df2d759a677e381f67feba99,1
46,2,train,Alternaria (37).jpg,data\raw\images\train\Alternaria (37).jpg,3193358,FALSE,b03e2f05fdf1b5c1cdf9376668a20ac0411274909ee65fd11ee8ed395761280f,0
46,2,train,Anthracnose (163).jpg,data\raw\images\train\Anthracnose (163).jpg,3193358,FALSE,b03e2f05fdf1b5c1cdf9376668a20ac0411274909ee65fd11ee8ed395761280f,1
47,2,train,Alternaria (38).jpg,data\raw\images\train\Alternaria (38).jpg,3398284,FALSE,65ef872fa8c7ec4de78271772efad87e2621528ff4a3c98b22ad51768077e54e,0
47,2,train,Anthracnose (164).jpg,data\raw\images\train\Anthracnose (164).jpg,3398284,FALSE,65ef872fa8c7ec4de78271772efad87e2621528ff4a3c98b22ad51768077e54e,1
48,2,train,Alternaria (39).jpg,data\raw\images\train\Alternaria (39).jpg,2959867,FALSE,67a2566d76fd070122b8c1392518d4059c0af032d7f8979503b75f14b33892ef,0
48,2,train,Anthracnose (165).jpg,data\raw\images\train\Anthracnose (165).jpg,2959867,FALSE,67a2566d76fd070122b8c1392518d4059c0af032d7f8979503b75f14b33892ef,1
49,2,train,Alternaria (4).jpg,data\raw\images\train\Alternaria (4).jpg,3758165,FALSE,b46a57060a4b16028d42186d99451e39a8bef865e8a5dcff396b45cd062d8fb0,0
49,2,train,Anthracnose (130).jpg,data\raw\images\train\Anthracnose (130).jpg,3758165,FALSE,b46a57060a4b16028d42186d99451e39a8bef865e8a5dcff396b45cd062d8fb0,1
50,2,train,Alternaria (40).jpg,data\raw\images\train\Alternaria (40).jpg,4330968,FALSE,41009b0d6d5e4c5bdbcb1583521c78d3bd3d793092ca01f03d7e646e82b4214e,0
50,2,train,Anthracnose (166).jpg,data\raw\images\train\Anthracnose (166).jpg,4330968,FALSE,41009b0d6d5e4c5bdbcb1583521c78d3bd3d793092ca01f03d7e646e82b4214e,1
51,2,train,Alternaria (43).jpg,data\raw\images\train\Alternaria (43).jpg,2936924,FALSE,557ce7a1d0b31f4c9d522423d59e14dc410939a0702781334f10c13e17c64ae1,0
51,2,train,Anthracnose (169).jpg,data\raw\images\train\Anthracnose (169).jpg,2936924,FALSE,557ce7a1d0b31f4c9d522423d59e14dc410939a0702781334f10c13e17c64ae1,1
52,2,train,Alternaria (44).jpg,data\raw\images\train\Alternaria (44).jpg,3808946,TRUE,2dcd874e0663a75a472d1e91d124c6439b9a8dbcdd810ccdbf41a75ae478dc2a,0
52,2,val,Anthracnose (170).jpg,data\raw\images\val\Anthracnose (170).jpg,3808946,TRUE,2dcd874e0663a75a472d1e91d124c6439b9a8dbcdd810ccdbf41a75ae478dc2a,1
53,2,train,Alternaria (46).jpg,data\raw\images\train\Alternaria (46).jpg,3665345,FALSE,206af7247356f3cda38046e64ff0a3de842eab26d26a856ed73855a855efae50,0
53,2,train,Anthracnose (172).jpg,data\raw\images\train\Anthracnose (172).jpg,3665345,FALSE,206af7247356f3cda38046e64ff0a3de842eab26d26a856ed73855a855efae50,1
54,2,train,Alternaria (47).jpg,data\raw\images\train\Alternaria (47).jpg,3151404,FALSE,7b8f539a6d3a0e8b4049b74bd2906d525ad794e26732fd38da6e2aad669792e5,0
54,2,train,Anthracnose (173).jpg,data\raw\images\train\Anthracnose (173).jpg,3151404,FALSE,7b8f539a6d3a0e8b4049b74bd2906d525ad794e26732fd38da6e2aad669792e5,1
55,2,train,Alternaria (48).jpg,data\raw\images\train\Alternaria (48).jpg,3150338,FALSE,9b3f34f57b1fe389c7f19e210cd344389e7677a3b78be205a6d6189ff832d35d,0
55,2,train,Anthracnose (174).jpg,data\raw\images\train\Anthracnose (174).jpg,3150338,FALSE,9b3f34f57b1fe389c7f19e210cd344389e7677a3b78be205a6d6189ff832d35d,1
56,2,train,Alternaria (49).jpg,data\raw\images\train\Alternaria (49).jpg,3256710,FALSE,b76636b2ac2745b445010acc206015b606a9df43abb5460fd85a64a07883c582,0
56,2,train,Anthracnose (175).jpg,data\raw\images\train\Anthracnose (175).jpg,3256710,FALSE,b76636b2ac2745b445010acc206015b606a9df43abb5460fd85a64a07883c582,1
57,2,train,Alternaria (5).jpg,data\raw\images\train\Alternaria (5).jpg,3320239,FALSE,8ed028166657fc34c27229fdb654898751ce387b3a01bf3576b3684ea30470f4,0
57,2,train,Anthracnose (131).jpg,data\raw\images\train\Anthracnose (131).jpg,3320239,FALSE,8ed028166657fc34c27229fdb654898751ce387b3a01bf3576b3684ea30470f4,1
58,2,train,Alternaria (50).jpg,data\raw\images\train\Alternaria (50).jpg,3486224,TRUE,b4b0f93905295e68cb4e2af28447eacfe45e98b68222bd85884ae3592d65a155,0
58,2,val,Anthracnose (176).jpg,data\raw\images\val\Anthracnose (176).jpg,3486224,TRUE,b4b0f93905295e68cb4e2af28447eacfe45e98b68222bd85884ae3592d65a155,1
59,2,train,Alternaria (51).jpg,data\raw\images\train\Alternaria (51).jpg,4190406,FALSE,a4703a9678f78b8088449e60519a2b339e2573c88bc232ccd8c776e4adafad1b,0
59,2,train,Anthracnose (177).jpg,data\raw\images\train\Anthracnose (177).jpg,4190406,FALSE,a4703a9678f78b8088449e60519a2b339e2573c88bc232ccd8c776e4adafad1b,1
60,2,train,Alternaria (54).jpg,data\raw\images\train\Alternaria (54).jpg,2905354,FALSE,260b8a09cfb84e501b62ae9f37481724cb25f76bd7ea343c58892642b23a3c7d,0
60,2,train,Anthracnose (180).jpg,data\raw\images\train\Anthracnose (180).jpg,2905354,FALSE,260b8a09cfb84e501b62ae9f37481724cb25f76bd7ea343c58892642b23a3c7d,1
61,2,train,Alternaria (56).jpg,data\raw\images\train\Alternaria (56).jpg,3095919,TRUE,0292153e7a80d50fec4015d0edb0c67e5c5a5bd6ac71d353d685673e7e464d3a,0
61,2,val,Anthracnose (182).jpg,data\raw\images\val\Anthracnose (182).jpg,3095919,TRUE,0292153e7a80d50fec4015d0edb0c67e5c5a5bd6ac71d353d685673e7e464d3a,1
62,2,train,Alternaria (58).jpg,data\raw\images\train\Alternaria (58).jpg,2845881,FALSE,a6844ea2d8249aae77d5041039597b54af6776c7e203bd926a8c1756bf389df3,0
62,2,train,Anthracnose (184).jpg,data\raw\images\train\Anthracnose (184).jpg,2845881,FALSE,a6844ea2d8249aae77d5041039597b54af6776c7e203bd926a8c1756bf389df3,1
63,2,train,Alternaria (6).jpg,data\raw\images\train\Alternaria (6).jpg,4006459,FALSE,6509bd1898370df5d557daacf4ef718611ce4f93c5ac0a5007b96672119b4944,0
63,2,train,Anthracnose (132).jpg,data\raw\images\train\Anthracnose (132).jpg,4006459,FALSE,6509bd1898370df5d557daacf4ef718611ce4f93c5ac0a5007b96672119b4944,1
64,2,train,Alternaria (61).jpg,data\raw\images\train\Alternaria (61).jpg,3530046,FALSE,a08a5cac069ddc09ade750811e2a23e440ad5831313d2417fcc60a3e124a08ba,0
64,2,train,Anthracnose (187).jpg,data\raw\images\train\Anthracnose (187).jpg,3530046,FALSE,a08a5cac069ddc09ade750811e2a23e440ad5831313d2417fcc60a3e124a08ba,1
65,2,train,Alternaria (62).jpg,data\raw\images\train\Alternaria (62).jpg,3841406,FALSE,53c4dff8726ba96ed5a086a621bd637c7e98575c1f242c6afe3f324efa6b0458,0
65,2,train,Anthracnose (188).jpg,data\raw\images\train\Anthracnose (188).jpg,3841406,FALSE,53c4dff8726ba96ed5a086a621bd637c7e98575c1f242c6afe3f324efa6b0458,1
66,2,train,Alternaria (64).jpg,data\raw\images\train\Alternaria (64).jpg,3903029,FALSE,02e002b8fba645f5a4b6aa601b5cfd0f39afd63179a5e827ea9272e687b5560e,0
66,2,train,Anthracnose (190).jpg,data\raw\images\train\Anthracnose (190).jpg,3903029,FALSE,02e002b8fba645f5a4b6aa601b5cfd0f39afd63179a5e827ea9272e687b5560e,1
67,2,train,Alternaria (67).jpg,data\raw\images\train\Alternaria (67).jpg,3820367,FALSE,a54c376490492ccfc87a8a4639e53ce6dbe146efa021e30be4616ee0a0ed9245,0
67,2,train,Anthracnose (193).jpg,data\raw\images\train\Anthracnose (193).jpg,3820367,FALSE,a54c376490492ccfc87a8a4639e53ce6dbe146efa021e30be4616ee0a0ed9245,1
68,2,train,Alternaria (68).jpg,data\raw\images\train\Alternaria (68).jpg,3838860,FALSE,5dd6a3d48e2c14f40905768477bb27eec5a1ecf51bba55bcd46e341ce3edf831,0
68,2,train,Anthracnose (194).jpg,data\raw\images\train\Anthracnose (194).jpg,3838860,FALSE,5dd6a3d48e2c14f40905768477bb27eec5a1ecf51bba55bcd46e341ce3edf831,1
69,2,train,Alternaria (69).jpg,data\raw\images\train\Alternaria (69).jpg,3809644,FALSE,44fb0d7e1f1040a24269ef4852db0a0140469d6cd3b98cb14a3e6b449be32241,0
69,2,train,Anthracnose (195).jpg,data\raw\images\train\Anthracnose (195).jpg,3809644,FALSE,44fb0d7e1f1040a24269ef4852db0a0140469d6cd3b98cb14a3e6b449be32241,1
70,2,train,Alternaria (7).jpg,data\raw\images\train\Alternaria (7).jpg,3266818,FALSE,cb542a987261a407bbcdf46683a7044f14866d3837e8eea91ad4f6457042accd,0
70,2,train,Anthracnose (133).jpg,data\raw\images\train\Anthracnose (133).jpg,3266818,FALSE,cb542a987261a407bbcdf46683a7044f14866d3837e8eea91ad4f6457042accd,1
71,2,train,Alternaria (71).jpg,data\raw\images\train\Alternaria (71).jpg,4178818,FALSE,c9abcf09254c3e7ee2730401605e38283aa2d515404f802916a565abfe614f7a,0
71,2,train,Anthracnose (197).jpg,data\raw\images\train\Anthracnose (197).jpg,4178818,FALSE,c9abcf09254c3e7ee2730401605e38283aa2d515404f802916a565abfe614f7a,1
72,2,train,Alternaria (72).jpg,data\raw\images\train\Alternaria (72).jpg,4165550,FALSE,09dd1fca9e552643409ee7a98a8275ecb644028c7d6123564c876f9f86b51050,0
72,2,train,Anthracnose (198).jpg,data\raw\images\train\Anthracnose (198).jpg,4165550,FALSE,09dd1fca9e552643409ee7a98a8275ecb644028c7d6123564c876f9f86b51050,1
73,2,train,Alternaria (74).jpg,data\raw\images\train\Alternaria (74).jpg,3476607,FALSE,1b0fb293cd245b5631cd5ccfdc25fc16f16c63820d5a5e2b50380c65861ab293,0
73,2,train,Anthracnose (200).jpg,data\raw\images\train\Anthracnose (200).jpg,3476607,FALSE,1b0fb293cd245b5631cd5ccfdc25fc16f16c63820d5a5e2b50380c65861ab293,1
74,2,train,Alternaria (75).jpg,data\raw\images\train\Alternaria (75).jpg,3282427,FALSE,5d8c1cc6d8daa3b631bcaf84d16254cea00d4687b0d69157a4cb7752090e5bfb,0
74,2,train,Anthracnose (201).jpg,data\raw\images\train\Anthracnose (201).jpg,3282427,FALSE,5d8c1cc6d8daa3b631bcaf84d16254cea00d4687b0d69157a4cb7752090e5bfb,1
